"title","title_type","directors","imdb_rating","runtime","year","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"Three Fugitives","Feature Film","Francis Veber",6,96,"1989",8179,"1989-01-27","http://www.imdb.com/title/tt0098471/","0098471","Three Fugitives",1989,"Action & Adventure","PG-13","96","Rotten",14,"Spilled",51,"Nick Nolte","Martin Short","Sarah Rowland Doroff","James Earl Jones","Alan Ruck","Francis Veber","Touchstone Pictures","http://www.rottentomatoes.com/m/three_fugitives/"
"Janis","Documentary","Howard Alk",7.8,96,"1974",538,"1974-10-18","http://www.imdb.com/title/tt0073193/","0073193","Janis",1974,"Documentary","R","96",NA,-1,"Upright",78,"Janis Joplin","Sam Andrew","Dick Cavett","Brad Campbell","Dave Getz","Howard Alk","Universal Pictures","http://www.rottentomatoes.com/m/janis-1974/"
"Saw II","Feature Film","Darren Lynn Bousman",6.6,93,"2005",178252,"2005-10-28","http://www.imdb.com/title/tt0432348/","0432348","Saw II",2005,"Mystery & Suspense","R","92","Rotten",36,"Spilled",59,"Tobin Bell","Donnie Wahlberg","Erik Knudsen","Glenn Plummer","Dina Meyer","Darren Bousman","Lions Gate Films","http://www.rottentomatoes.com/m/saw_ii/"
"Punch-Drunk Love","Feature Film","Paul Thomas Anderson",7.3,95,"2002",102959,"2002-05-19","http://www.imdb.com/title/tt0272338/","0272338","Punch-Drunk Love",2002,"Drama","R","95","Certified Fresh",79,"Upright",77,"Adam Sandler","Emily Watson","Philip Seymour Hoffman","Luis Guzman","Mary Lynn Rajskub","Paul Thomas Anderson","Columbia Pictures","http://www.rottentomatoes.com/m/punchdrunk_love/"
"Brick Mansions","Feature Film","Camille Delamarre",5.7,90,"2014",29062,"2014-04-23","http://www.imdb.com/title/tt1430612/","1430612","Brick Mansions",2014,"Drama","PG-13","90","Rotten",26,"Spilled",47,"Paul Walker","David Belle","The Rza","Gouchy Boy","Carlo Rota","Camille Delamarre","Relativity Media","http://www.rottentomatoes.com/m/brick_mansions/"
"DeepStar Six","Feature Film","Sean S. Cunningham",5.1,105,"1989",6678,"1989-01-13","http://www.imdb.com/title/tt0097179/","0097179","DeepStar Six",1989,"Action & Adventure","R","97","Rotten",0,"Spilled",23,"Taurean Blacque","Nancy Everhard","Greg Evigan","Miguel Ferrer","Nia Peeples","Sean S. Cunningham","Carolco Pictures","http://www.rottentomatoes.com/m/deepstar-six/"
"Fireproof","Feature Film","Alex Kendrick",6.5,122,"2008",15854,"2008-09-26","http://www.imdb.com/title/tt1129423/","1129423","Fireproof",2008,"Drama","PG","118","Rotten",40,"Upright",82,"Kirk Cameron","Erin Bethea","Ken Bevel","Jason McLeod","Harris Malcolm","Nick Zano","Sherwood Pictures","http://www.rottentomatoes.com/m/10010214-fireproof/"
"Fatherland","TV Movie","Christopher Menaul",6.5,106,"1994",4282,"1994-11-26","http://www.imdb.com/title/tt0109779/","0109779","Fatherland",1994,"Drama","Unrated","89","Rotten",50,"Spilled",52,"Rutger Hauer","Miranda Richardson","Jean Marsh","Peter Vaughan","Michael Kitchen","Christopher Menaul","Transfilm","http://www.rottentomatoes.com/m/fatherland/"
"Scary Movie","Feature Film","Keenen Ivory Wayans",6.2,88,"2000",176587,"2000-07-07","http://www.imdb.com/title/tt0175142/","0175142","Scary Movie",2000,"Horror","R","88","Rotten",53,"Spilled",43,"Marlon Wayans","Shawn Wayans","Anna Faris","Shannon Elizabeth","Lochlyn Munro","Keenen Ivory Wayans","Dimension Films","http://www.rottentomatoes.com/m/scary_movie/"
"The Bay","Feature Film","Barry Levinson",5.6,84,"2012",18903,"2012-09-13","http://www.imdb.com/title/tt1713476/","1713476","The Bay",2012,"Horror","R","85","Certified Fresh",77,"Spilled",43,"Kristen Connolly","Will Rogers","Kether Donohue","Frank Deal","Stephen Kunken","Barry Levinson","Roadside Attraction","http://www.rottentomatoes.com/m/the_bay_2012/"
"The Curse of the Were-Rabbit","Feature Film","Steve Box, Nick Park",7.5,85,"2005",92176,"2005-09-04","http://www.imdb.com/title/tt0312004/","0312004","Wallace & Gromit: The Curse of the Were-Rabbit",2005,"Action & Adventure","G","94","Certified Fresh",95,"Upright",79,"Peter Sallis","Ralph Fiennes","Peter Kay","Nicholas Smith","Clement Nicholas Smith","Helena Bonham Carter","Dreamworks","http://www.rottentomatoes.com/m/wallace_and_gromit_curse_of_the_wererabbit/"
"Blank Check","Feature Film","Rupert Wainwright",5.1,93,"1994",13172,"1994-02-11","http://www.imdb.com/title/tt0109287/","0109287","Blank Check",1994,"Comedy","PG","100","Rotten",13,"Spilled",35,"Brian Bonsall","Karen Duffy","James Rebhorn","Jayne Atkinson","Michael Faustino","Rupert Wainwright","Buena Vista","http://www.rottentomatoes.com/m/blank_check/"
"Gerry","Feature Film","Gus Van Sant",6.2,103,"2002",14590,"2002-01-12","http://www.imdb.com/title/tt0302674/","0302674","Gerry",2003,"Drama","R","103","Fresh",61,"Upright",61,"Casey Affleck","Matt Damon",NA,NA,NA,"Gus Van Sant","FilmFour","http://www.rottentomatoes.com/m/gerry/"
"Where the Day Takes You","Feature Film","Marc Rocco",6.8,105,"1991",2352,"1991","http://www.imdb.com/title/tt0105810/","0105810","Where the Day Takes You",1992,"Drama","R","103","Fresh",80,"Upright",76,"Dermot Mulroney","Sean Astin","Balthazar Getty","Lara Flynn Boyle","James LeGros","Marc Rocco","New Line Cinema","http://www.rottentomatoes.com/m/where_the_day_takes_you/"
"Evan Almighty","Feature Film","Tom Shadyac",5.4,96,"2007",109820,"2007-06-21","http://www.imdb.com/title/tt0413099/","0413099","Evan Almighty",2007,"Science Fiction & Fantasy","PG","96","Rotten",23,"Spilled",52,"Steve Carell","Morgan Freeman","Lauren Graham","Wanda Sykes","Graham Phillips","Tom Shadyac","Universal Pictures","http://www.rottentomatoes.com/m/evan_almighty/"
"The Rocky Horror Picture Show","Feature Film","Jim Sharman",7.4,100,"1975",96534,"1975-08-14","http://www.imdb.com/title/tt0073629/","0073629","The Rocky Horror Picture Show",1975,"Classics","R","100","Fresh",80,"Upright",85,"Tim Curry","Susan Sarandon","Barry Bostwick","Richard O'Brien","Jonathan Adams","Jim Sharman","20th Century Fox","http://www.rottentomatoes.com/m/rocky_horror_picture_show/"
"Salem Witch Trials","TV Movie","Joseph Sargent",6.2,240,"2002",470,"2002-12-24","http://www.imdb.com/title/tt0284450/","0284450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Wind in the Willows","TV Movie","Mark Hall, Chris Taylor",7.9,79,"1983",805,"1983-12-27","http://www.imdb.com/title/tt0086590/","0086590","The Wind in the Willows",1983,"Animation","Unrated","97",NA,-1,"Upright",68,"Richard Pearson","Ian Carmichael","David Jason","Michael Hordern","Beryl Reid","Chris Taylor",NA,"http://www.rottentomatoes.com/m/the-wind-in-the-willows1983/"
"Cold Mountain","Feature Film","Anthony Minghella",7.2,154,"2003",113845,"2003-12-25","http://www.imdb.com/title/tt0159365/","0159365","Cold Mountain",2003,"Drama","R","154","Fresh",71,"Upright",77,"Nicole Kidman","Jude Law","Renee Zellweger","Eileen Atkins","Brendan Gleeson","Anthony Minghella","Miramax Films","http://www.rottentomatoes.com/m/cold_mountain/"
"Welcome to Sarajevo","Feature Film","Michael Winterbottom",6.9,103,"1997",5680,"1997-05-09","http://www.imdb.com/title/tt0120490/","0120490","Welcome to Sarajevo",1997,"Drama","R","100","Fresh",80,"Upright",75,"Stephen Dillane","Woody Harrelson","Marisa Tomei","Emira Nusevic","Kerry Fox","Michael Winterbottom","Miramax","http://www.rottentomatoes.com/m/welcome_to_sarajevo/"
"Life with Judy Garland: Me and My Shadows","TV Movie","Robert Allan Ackerman",7.9,170,"2001",1665,"2001-02-25","http://www.imdb.com/title/tt0250581/","0250581","Life With Judy Garland: Me and My Shadows",2001,"Drama","PG","170",NA,-1,"Upright",86,"Judy Davis","Tammy Blanchard","Hugh Laurie","Victor Garber","Emma Pill","Robert Allan Ackerman","A B C Home Video","http://www.rottentomatoes.com/m/life_with_judy_garland_me_and_my_shadows/"
"Conan the Barbarian","Feature Film","John Milius",6.9,129,"1982",107823,"1982-04-02","http://www.imdb.com/title/tt0082198/","0082198","Conan the Barbarian",1982,"Action & Adventure","R","121","Fresh",70,"Upright",74,"Arnold Schwarzenegger","James Earl Jones","Max von Sydow","Sandahl Bergman","Ben Davidson","John Milius","Universal Pictures","http://www.rottentomatoes.com/m/conan_the_barbarian/"
"Malibu's Most Wanted","Feature Film","John Whitesell",5.1,86,"2003",15535,"2003-04-10","http://www.imdb.com/title/tt0328099/","0328099","Malibu's Most Wanted",2003,"Comedy","PG-13","86","Rotten",31,"Spilled",54,"Jamie Kennedy","Taye Diggs","Anthony Anderson","Regina Hall","Ryan O'Neal","John Whitesell","Warner Bros.","http://www.rottentomatoes.com/m/malibus_most_wanted/"
"Super","Feature Film","James Gunn",6.8,96,"2010",57926,"2010-09-10","http://www.imdb.com/title/tt1512235/","1512235","Super",2011,"Drama","R","96","Rotten",48,"Spilled",55,"Rainn Wilson","Ellen Page","Liv Tyler","Kevin Bacon","Michael Rooker","James Gunn","IFC Midnight","http://www.rottentomatoes.com/m/super-2010/"
"The Darkest Hour","Feature Film","Chris Gorak",4.9,89,"2011",47387,"2011-12-22","http://www.imdb.com/title/tt1093357/","1093357","The Darkest Hour",2011,"Action & Adventure","PG-13","89","Rotten",12,"Spilled",26,"Emile Hirsch","Olivia Thirlby","Max Minghella","Rachael Taylor","Joel Kinnaman","Chris Gorak","Summit Entertainment","http://www.rottentomatoes.com/m/the_darkest_hour/"
"Scrooged","Feature Film","Richard Donner",7,101,"1988",56491,"1988-11-23","http://www.imdb.com/title/tt0096061/","0096061","Scrooged",1988,"Science Fiction & Fantasy","PG-13","100","Fresh",67,"Upright",71,"Bill Murray","Karen Allen","John Forsythe","John Glover","Bob Goldthwait","Richard Donner","Paramount Pictures","http://www.rottentomatoes.com/m/scrooged/"
"Marking Time","TV Movie","Cherie Nowlan",8.2,230,"2003",186,"2003-11-09","http://www.imdb.com/title/tt0388245/","0388245","Marking Time",2003,"Drama","Unrated","206",NA,-1,"Upright",100,"Bojana Novakovic","Abe Forsythe",NA,NA,NA,"Cherie Nowlan",NA,"http://www.rottentomatoes.com/m/marking-time/"
"Cold Comfort Farm","TV Movie","John Schlesinger",7.3,95,"1995",5516,"1995-01-01","http://www.imdb.com/title/tt0112701/","0112701","Cold Comfort Farm",1996,"Art House & International","PG","105","Fresh",83,"Upright",82,"Kate Beckinsale","Joanna Lumley","Ian McKellen","Rufus Sewell","Stephen Fry","John Schlesinger","Universal Pictures","http://www.rottentomatoes.com/m/1071769-cold_comfort_farm/"
"Safe","Feature Film","Boaz Yakin",6.5,94,"2012",77528,"2012-04-16","http://www.imdb.com/title/tt1656190/","1656190","Safe",2012,"Drama","R","94","Rotten",57,"Spilled",59,"Catherine Chan","Jason Statham","Robert John Burke","James Hong","Anson Mount","Boaz Yakin","Lionsgate Films","http://www.rottentomatoes.com/m/safe_2011/"
"Falling Down","Feature Film","Joel Schumacher",7.6,113,"1993",129037,"1993-02-26","http://www.imdb.com/title/tt0106856/","0106856","Falling Down",1993,"Drama","R","112","Certified Fresh",73,"Upright",84,"Michael Douglas","Robert Duvall","Barbara Hershey","Rachel Ticotin","Tuesday Weld","Joel Schumacher","Warner Bros. Pictures","http://www.rottentomatoes.com/m/falling_down/"
"Open Season 2","Feature Film","Matthew O'Callaghan, Todd Wilderman",5.6,76,"2008",14905,"2008-09-24","http://www.imdb.com/title/tt1107365/","1107365","Open Season 2",2008,"Action & Adventure","PG","86",NA,-1,"Spilled",35,"Joel McHale","Mike Epps","Jane Krakowski","Billy Connolly","Crispin Glover","Matthew O'Callaghan","Sony Pictures Entertainment","http://www.rottentomatoes.com/m/open_season_2_2008/"
"New Best Friend","Feature Film","Zoe Clarke-Williams",5.3,91,"2002",2827,"2002-04-12","http://www.imdb.com/title/tt0191074/","0191074","New Best Friend",2002,"Mystery & Suspense","R","91","Rotten",5,"Spilled",39,"Dominique Swain","Taye Diggs","Mia Kirshner","Meredith Monroe","Rachel True","Zoe Clarke-Williams","Sony Pictures Entertainment","http://www.rottentomatoes.com/m/new_best_friend/"
"After School Special","Feature Film","David Mickey Evans",4.9,90,"2003",5054,"2003-05-15","http://www.imdb.com/title/tt0302297/","0302297","National Lampoon's Barely Legal (After School Special)",2003,"Comedy","R","90",NA,-1,"Spilled",26,"Erik von Detten","Tony Denman","Daniel Farber","Sarah-Jane Potts","Amy Smart","David M. Evans","Sony Pictures Entertainment","http://www.rottentomatoes.com/m/national_lampoons_barely_legal/"
"Wag the Dog","Feature Film","Barry Levinson",7.1,97,"1997",65328,"1997-12-17","http://www.imdb.com/title/tt0120885/","0120885","Wag the Dog",1997,"Comedy","R","97","Certified Fresh",85,"Upright",76,"Dustin Hoffman","Robert De Niro","Anne Heche","Denis Leary","Woody Harrelson","Barry Levinson","New Line Cinema","http://www.rottentomatoes.com/m/wag_the_dog/"
"This Is It","Documentary","Kenny Ortega",7.3,111,"2009",32231,"2009-10-28","http://www.imdb.com/title/tt1477715/","1477715","Michael Jackson's This Is It",2009,"Musical & Performing Arts","PG","121","Certified Fresh",81,"Upright",82,"Michael Jackson",NA,NA,NA,NA,"Kenny Ortega","Sony Pictures/Columbia Pictures","http://www.rottentomatoes.com/m/michael_jackson_this_is_it/"
"The Bank Job","Feature Film","Roger Donaldson",7.3,111,"2008",146789,"2008-02-19","http://www.imdb.com/title/tt0200465/","0200465","The Bank Job",2008,"Mystery & Suspense","R","111","Certified Fresh",79,"Upright",74,"Jason Statham","Saffron Burrows","Richard Lintern","Stephen Campbell Moore","Daniel Mays","Roger Donaldson","Lionsgate","http://www.rottentomatoes.com/m/1189844-the_bank_job/"
"Mazes and Monsters","TV Movie","Steven Hilliard Stern",4.2,100,"1982",2290,"1982-12-28","http://www.imdb.com/title/tt0084314/","0084314","Mazes and Monsters",1982,"Drama","PG","100",NA,-1,"Spilled",20,"Chris Makepeace","Tom Hanks","Wendy Crewson","David Wallace","Lloyd Bochner","Steven H. Stern","Lorimar Home Video","http://www.rottentomatoes.com/m/mazes_and_monsters/"
"Invasion U.S.A.","Feature Film","Joseph Zito",5.3,107,"1985",5626,"1985-09-27","http://www.imdb.com/title/tt0089348/","0089348","Invasion U.S.A.",1985,"Mystery & Suspense","PG","108","Rotten",23,"Spilled",52,"Chuck Norris","Richard Lynch","Melissa Prophet","Alexander Zale","Dehl Berti","Joseph Zito","Cannon Films Inc","http://www.rottentomatoes.com/m/1010685-invasion_usa/"
"Holy Man","Feature Film","Stephen Herek",4.8,114,"1998",15682,"1998-10-09","http://www.imdb.com/title/tt0120701/","0120701","Holy Man",1998,"Comedy","PG","120","Rotten",12,"Spilled",24,"Eddie Murphy","Jeff Goldblum","Kelly Preston","Robert Loggia","Jon Cryer","Stephen Herek","Hollywood Pictures","http://www.rottentomatoes.com/m/holy_man/"
"Get Rich or Die Tryin'","Feature Film","Jim Sheridan",4.9,117,"2005",33032,"2005-11-09","http://www.imdb.com/title/tt0430308/","0430308","Get Rich or Die Tryin'",2005,"Drama","R","116","Rotten",16,"Upright",70,"50 Cent","Benz Antoinee","Terrence Howard","Joy Bryant","Bill Duke","Jim Sheridan","Paramount Pictures","http://www.rottentomatoes.com/m/get_rich_or_die_tryin/"
"Jeff, Who Lives at Home","Feature Film","Jay Duplass, Mark Duplass",6.5,83,"2011",54350,"2011-09-14","http://www.imdb.com/title/tt1588334/","1588334","Jeff Who Lives at Home",2012,"Comedy","R","83","Certified Fresh",78,"Upright",62,"Jason Segel","Ed Helms","Susan Sarandon","Judy Greer","Rae Dawn Chong","Mark Duplass","Paramount Vantage","http://www.rottentomatoes.com/m/jeff_who_lives_at_home/"
"Browsers","TV Movie","Don Scardino",4,NA,"2013",145,"2013-04-19","http://www.imdb.com/title/tt2584090/","2584090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bait","Feature Film","Antoine Fuqua",5.7,119,"2000",8691,"2000-08-29","http://www.imdb.com/title/tt0211938/","0211938","Bait",2000,"Drama","R","119","Rotten",26,"Spilled",41,"Jamie Foxx","David Morse","Robert Pastorelli","Doug Hutchison","Kimberly Elise","Antoine Fuqua","Warner Bros. Pictures","http://www.rottentomatoes.com/m/1100039-bait/"
"The Bachelor","Feature Film","Gary Sinyor",5,101,"1999",14242,"1999-11-03","http://www.imdb.com/title/tt0120596/","0120596","The Bachelor",1999,"Comedy","PG-13","102","Rotten",9,"Spilled",28,"Chris O'Donnell","Renee Zellweger","Hal Holbrook","James Cromwell","Edward Asner","Steve Cohen","WARNER BROTHERS PICTURES","http://www.rottentomatoes.com/m/1093976-bachelor/"
"Undisputed 3: Redemption","Feature Film","Isaac Florentine",7.5,96,"2010",25179,"2010-04-17","http://www.imdb.com/title/tt1156466/","1156466","Undisputed III: Redemption",2010,"Action & Adventure","R","96",NA,-1,"Upright",75,"Scott Adkins","Mark Ivanir","Mykel Shannon Jenkins","Lateef Crowder","Marko Zaror","Isaac Florentine","Warner Home Video","http://www.rottentomatoes.com/m/undisputed_iii_redemption/"
"The Boys in Company C","Feature Film","Sidney J. Furie",7,125,"1978",2078,"1978-02-02","http://www.imdb.com/title/tt0077270/","0077270","The Boys in Company C",1977,"Drama","R","127",NA,-1,"Upright",80,"Stan Shaw","Andrew Stevens","James Canning","Jim Canning","Michael Lembeck","Sidney J. Furie","Columbia Pictures","http://www.rottentomatoes.com/m/boys_in_company_c/"
"For Neda","Documentary","Antony Thomas",8.1,NA,"2010",170,"2010-06-14","http://www.imdb.com/title/tt1671630/","1671630","For Neda",2010,"Documentary","Unrated","68",NA,-1,NA,100,"Shohreh Aghdashloo",NA,NA,NA,NA,"Antony Thomas","HBO Documentary Films","http://www.rottentomatoes.com/m/for_neda/"
"Agatha Christie's Miss Marple: Sleeping Murder","TV Movie","John Davies",7.7,102,"1987",949,"1987-01-11","http://www.imdb.com/title/tt0091970/","0091970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Chronicles of Narnia: Prince Caspian","Feature Film","Andrew Adamson",6.6,150,"2008",138918,"2008-05-09","http://www.imdb.com/title/tt0499448/","0499448","The Chronicles of Narnia: Prince Caspian",2008,"Action & Adventure","PG","144","Fresh",67,"Upright",73,"Georgie Henley","Skandar Keynes","William Moseley","Anna Popplewell","Ben Barnes","Andrew Adamson","Walt Disney Pictures","http://www.rottentomatoes.com/m/chronicles_of_narnia_prince_caspian/"
"Fling","Feature Film","John Stewart Muller",6.1,98,"2008",1365,"2008-10-18","http://www.imdb.com/title/tt1003010/","1003010","Lie to Me (Fling)",2008,"Drama","R","101",NA,-1,"Spilled",54,"Brandon Routh","Courtney Ford","Steve Sandvoss","Shoshanna Bush","Ellen Hollman","John Stewart Muller","Steele Films","http://www.rottentomatoes.com/m/fling/"
"Plump Fiction","Feature Film","Bob Koherr",2.7,82,"1997",3234,"1997-05-23","http://www.imdb.com/title/tt0117350/","0117350","Plump Fiction",1996,"Comedy","R","82","Rotten",0,"Spilled",40,"Tommy Davidson","Julie Brown","Paul Dinello","Sandra Bernhard","Dan Castellaneta","Bob Koherr","Rhino Entertainment","http://www.rottentomatoes.com/m/plump-fiction/"
"The Rainmaker","Feature Film","Francis Ford Coppola",7.1,135,"1997",43241,"1997-11-18","http://www.imdb.com/title/tt0119978/","0119978","The Rainmaker",1997,"Mystery & Suspense","PG-13","135","Certified Fresh",82,"Upright",77,"Matt Damon","Claire Danes","Danny DeVito","Jon Voight","Mary Kay Place","Francis Ford Coppola","Paramount Pictures","http://www.rottentomatoes.com/m/1080867-rainmaker/"
